paper_id,reviewer_id,reviewer_type,model_name,item_number,correctness_primary,correctness_secondary,significance_primary,significance_secondary,evidence_primary,evidence_secondary,correctness_agree,significance_agree,evidence_agree
33,Human_1,Human,,3,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
33,Human_1,Human,,4,Correct,Correct,Not Significant,Marginally Significant,,Sufficient,True,False,False
33,Human_1,Human,,5,Correct,Correct,Marginally Significant,Significant,Requires More,Sufficient,True,False,False
33,Human_1,Human,,6,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
33,Human_1,Human,,7,Correct,Correct,Marginally Significant,Not Significant,Sufficient,,True,False,False
33,Human_1,Human,,8,Not Correct,Correct,,Marginally Significant,,Sufficient,False,False,False
33,Human_1,Human,,9,Correct,Correct,Not Significant,Marginally Significant,,Sufficient,True,False,False
33,Human_1,Human,,10,Correct,Correct,Not Significant,Not Significant,,,True,True,False
33,Human_1,Human,,11,Correct,Correct,Not Significant,Not Significant,,,True,True,False
33,Human_1,Human,,12,Correct,Correct,Not Significant,Not Significant,,,True,True,False
33,Human_1,Human,,13,Correct,Correct,Not Significant,Not Significant,,,True,True,False
33,Human_1,Human,,14,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
33,Human_1,Human,,15,Correct,Correct,Marginally Significant,Significant,Requires More,Sufficient,True,False,False
33,Human_1,Human,,16,Correct,Correct,Marginally Significant,Significant,Requires More,Sufficient,True,False,False
33,Human_1,Human,,17,Not Correct,Correct,,Not Significant,,,False,False,False
33,Human_1,Human,,18,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
33,Human_2,Human,,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
33,Human_2,Human,,2,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
33,Human_2,Human,,3,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
33,Human_2,Human,,4,Correct,Correct,Significant,Marginally Significant,Requires More,Sufficient,True,False,False
33,Human_2,Human,,5,Correct,Correct,Marginally Significant,Not Significant,Requires More,,True,False,False
33,Human_2,Human,,6,Correct,Correct,Significant,Marginally Significant,Sufficient,Requires More,True,False,False
33,Human_2,Human,,7,Correct,Not Correct,Significant,,Sufficient,,False,False,False
33,Human_2,Human,,8,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
33,Human_2,Human,,9,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
33,Human_2,Human,,10,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
33,Human_2,Human,,11,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
34,Claude,AI,Claude,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
34,Claude,AI,Claude,2,Correct,Not Correct,Significant,,Sufficient,,False,False,False
34,Claude,AI,Claude,3,Correct,Correct,Not Significant,Not Significant,,,True,True,False
34,Claude,AI,Claude,4,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
34,GPT,AI,GPT,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
34,GPT,AI,GPT,2,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
34,GPT,AI,GPT,3,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
34,GPT,AI,GPT,4,Correct,Correct,Not Significant,Not Significant,,,True,True,False
34,Gemini,AI,Gemini,1,Not Correct,Not Correct,,,,,True,False,False
34,Gemini,AI,Gemini,2,Correct,Not Correct,Not Significant,,,,False,False,False
34,Gemini,AI,Gemini,3,Correct,Not Correct,Significant,,Sufficient,,False,False,False
34,Gemini,AI,Gemini,4,Correct,Not Correct,Not Significant,,,,False,False,False
34,Human_1,Human,,1,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
34,Human_1,Human,,2,Correct,Correct,Marginally Significant,Significant,Requires More,Sufficient,True,False,False
34,Human_2,Human,,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
34,Human_2,Human,,2,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
34,Human_2,Human,,3,Correct,Correct,Marginally Significant,Not Significant,Sufficient,,True,False,False
34,Human_2,Human,,4,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
34,Human_2,Human,,5,Correct,Not Correct,Significant,,Sufficient,,False,False,False
34,Human_2,Human,,6,Correct,Correct,Not Significant,Marginally Significant,,Sufficient,True,False,False
34,Human_2,Human,,7,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
34,Human_2,Human,,8,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
34,Human_3,Human,,1,Not Correct,Correct,,Marginally Significant,,Sufficient,False,False,False
34,Human_3,Human,,2,Correct,Not Correct,Significant,,Sufficient,,False,False,False
35,Claude,AI,Claude,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
35,Claude,AI,Claude,2,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
35,Claude,AI,Claude,3,Not Correct,Correct,,Marginally Significant,,Sufficient,False,False,False
35,Claude,AI,Claude,4,Not Correct,Not Correct,,,,,True,False,False
35,Claude,AI,Claude,5,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
35,GPT,AI,GPT,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
35,GPT,AI,GPT,2,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
35,GPT,AI,GPT,3,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
35,Gemini,AI,Gemini,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
35,Gemini,AI,Gemini,2,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
35,Gemini,AI,Gemini,3,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
35,Human_1,Human,,1,Correct,Not Correct,Marginally Significant,,Sufficient,,False,False,False
35,Human_2,Human,,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
35,Human_2,Human,,2,Correct,Correct,Significant,Significant,Sufficient,Requires More,True,True,False
35,Human_2,Human,,3,Correct,Not Correct,Significant,,Sufficient,,False,False,False
35,Human_2,Human,,4,Correct,Not Correct,Marginally Significant,,Sufficient,,False,False,False
35,Human_3,Human,,1,Correct,Not Correct,Significant,,Sufficient,,False,False,False
35,Human_3,Human,,2,Correct,Not Correct,Significant,,Sufficient,,False,False,False
35,Human_3,Human,,3,Correct,Not Correct,Marginally Significant,,Sufficient,,False,False,False
35,Human_3,Human,,4,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Requires More,True,True,False
37,Claude,AI,Claude,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
37,Claude,AI,Claude,2,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
37,Claude,AI,Claude,3,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
37,Claude,AI,Claude,4,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
37,Claude,AI,Claude,5,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
37,GPT,AI,GPT,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
37,GPT,AI,GPT,2,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
37,GPT,AI,GPT,3,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
37,GPT,AI,GPT,4,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
37,Gemini,AI,Gemini,1,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
37,Gemini,AI,Gemini,2,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
37,Gemini,AI,Gemini,3,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
37,Gemini,AI,Gemini,4,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
37,Human_1,Human,,1,Correct,Not Correct,Not Significant,,,,False,False,False
37,Human_1,Human,,2,Correct,Not Correct,Marginally Significant,,Sufficient,,False,False,False
37,Human_2,Human,,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
37,Human_2,Human,,2,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
37,Human_2,Human,,3,Correct,Correct,Significant,Significant,Sufficient,Requires More,True,True,False
37,Human_2,Human,,4,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
37,Human_2,Human,,5,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
37,Human_2,Human,,6,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
37,Human_2,Human,,7,Correct,Not Correct,Marginally Significant,,Sufficient,,False,False,False
37,Human_2,Human,,8,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
37,Human_2,Human,,9,Correct,Not Correct,Not Significant,,,,False,False,False
49,Claude,AI,Claude,1,Not Correct,Correct,,Significant,,Sufficient,False,False,False
49,Claude,AI,Claude,2,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
49,Claude,AI,Claude,3,Correct,Not Correct,Marginally Significant,,Sufficient,,False,False,False
49,Claude,AI,Claude,4,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
49,Claude,AI,Claude,5,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
49,GPT,AI,GPT,1,Correct,Correct,Marginally Significant,Significant,Requires More,Sufficient,True,False,False
49,GPT,AI,GPT,2,Correct,Correct,Marginally Significant,Significant,Requires More,Sufficient,True,False,False
49,GPT,AI,GPT,3,Correct,Correct,Marginally Significant,Significant,Requires More,Sufficient,True,False,False
49,GPT,AI,GPT,4,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
49,GPT,AI,GPT,5,Correct,Correct,Marginally Significant,Significant,Requires More,Sufficient,True,False,False
49,Gemini,AI,Gemini,1,Correct,Not Correct,Marginally Significant,,Sufficient,,False,False,False
49,Gemini,AI,Gemini,2,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
49,Gemini,AI,Gemini,3,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
49,Gemini,AI,Gemini,4,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
49,Human_1,Human,,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
49,Human_1,Human,,2,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
49,Human_1,Human,,3,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
49,Human_1,Human,,4,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
49,Human_1,Human,,5,Correct,Correct,Marginally Significant,Not Significant,Requires More,,True,False,False
49,Human_1,Human,,6,Correct,Not Correct,Marginally Significant,,Sufficient,,False,False,False
49,Human_1,Human,,7,Correct,Correct,Marginally Significant,Not Significant,Sufficient,,True,False,False
49,Human_1,Human,,8,Correct,Correct,Marginally Significant,Not Significant,Sufficient,,True,False,False
49,Human_1,Human,,9,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
49,Human_1,Human,,10,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
49,Human_2,Human,,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
49,Human_2,Human,,2,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
49,Human_2,Human,,3,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
49,Human_2,Human,,4,Correct,Not Correct,Marginally Significant,,Sufficient,,False,False,False
49,Human_2,Human,,5,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
49,Human_2,Human,,6,Correct,Not Correct,Marginally Significant,,Sufficient,,False,False,False
49,Human_2,Human,,7,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
49,Human_2,Human,,8,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
49,Human_2,Human,,9,Correct,Not Correct,Significant,,Sufficient,,False,False,False
49,Human_3,Human,,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
49,Human_3,Human,,2,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
49,Human_3,Human,,3,Correct,Not Correct,Marginally Significant,,Requires More,,False,False,False
49,Human_3,Human,,4,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
49,Human_3,Human,,5,Correct,Correct,Not Significant,Not Significant,,,True,True,False
49,Human_3,Human,,6,Correct,Correct,Not Significant,Not Significant,,,True,True,False
49,Human_3,Human,,7,Correct,Correct,Not Significant,Not Significant,,,True,True,False
49,Human_3,Human,,8,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
49,Human_3,Human,,9,Correct,Correct,Not Significant,Not Significant,,,True,True,False
50,Claude,AI,Claude,1,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
50,Claude,AI,Claude,2,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
50,Claude,AI,Claude,3,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
50,Claude,AI,Claude,4,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
50,Claude,AI,Claude,5,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
50,GPT,AI,GPT,1,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
50,GPT,AI,GPT,2,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
50,GPT,AI,GPT,3,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
50,GPT,AI,GPT,4,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
50,Gemini,AI,Gemini,1,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
50,Gemini,AI,Gemini,2,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
50,Gemini,AI,Gemini,3,Not Correct,Not Correct,,,,,True,False,False
50,Gemini,AI,Gemini,4,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
50,Gemini,AI,Gemini,5,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
50,Human_1,Human,,1,Correct,Correct,Marginally Significant,Significant,Requires More,Sufficient,True,False,False
50,Human_1,Human,,2,Correct,Correct,Significant,Marginally Significant,Requires More,Sufficient,True,False,False
50,Human_1,Human,,3,Correct,Correct,Significant,Marginally Significant,Requires More,Sufficient,True,False,False
50,Human_1,Human,,4,Correct,Correct,Not Significant,Not Significant,,,True,True,False
50,Human_1,Human,,5,Correct,Not Correct,Significant,,Sufficient,,False,False,False
50,Human_1,Human,,6,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
50,Human_2,Human,,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
50,Human_2,Human,,2,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
50,Human_2,Human,,4,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
50,Human_3,Human,,1,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
50,Human_3,Human,,2,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
50,Human_3,Human,,3,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
50,Human_3,Human,,4,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
50,Human_3,Human,,5,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
50,Human_3,Human,,6,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
51,Claude,AI,Claude,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
51,Claude,AI,Claude,2,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
51,Claude,AI,Claude,3,Correct,Correct,Not Significant,Marginally Significant,,Sufficient,True,False,False
51,Claude,AI,Claude,4,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
51,Claude,AI,Claude,5,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
51,GPT,AI,GPT,1,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
51,GPT,AI,GPT,2,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
51,GPT,AI,GPT,3,Correct,Not Correct,Not Significant,,,,False,False,False
51,GPT,AI,GPT,4,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
51,GPT,AI,GPT,5,Correct,Correct,Not Significant,Marginally Significant,,Sufficient,True,False,False
51,Gemini,AI,Gemini,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
51,Gemini,AI,Gemini,2,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
51,Gemini,AI,Gemini,3,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
51,Gemini,AI,Gemini,4,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
51,Gemini,AI,Gemini,5,Correct,Correct,Not Significant,Marginally Significant,,Sufficient,True,False,False
51,Human_1,Human,,1,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
51,Human_1,Human,,2,Correct,Correct,Not Significant,Marginally Significant,,Sufficient,True,False,False
51,Human_1,Human,,3,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
51,Human_1,Human,,4,Correct,Correct,Not Significant,Not Significant,,,True,True,False
51,Human_1,Human,,5,Correct,Correct,Not Significant,Not Significant,,,True,True,False
51,Human_1,Human,,6,Correct,Correct,Not Significant,Not Significant,,,True,True,False
51,Human_1,Human,,7,Not Correct,Correct,,Not Significant,,,False,False,False
51,Human_2,Human,,1,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
51,Human_2,Human,,2,Correct,Correct,Not Significant,Marginally Significant,,Sufficient,True,False,False
51,Human_2,Human,,3,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
51,Human_2,Human,,4,Not Correct,Correct,,Marginally Significant,,Sufficient,False,False,False
51,Human_2,Human,,5,Correct,Correct,Not Significant,Marginally Significant,,Sufficient,True,False,False
51,Human_2,Human,,6,Not Correct,Correct,,Marginally Significant,,Sufficient,False,False,False
51,Human_2,Human,,7,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
51,Human_2,Human,,8,Correct,Correct,Marginally Significant,Significant,Requires More,Sufficient,True,False,False
51,Human_2,Human,,9,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
51,Human_2,Human,,10,Correct,Correct,Not Significant,Marginally Significant,,Sufficient,True,False,False
52,Claude,AI,Claude,1,Not Correct,Correct,,Significant,,Sufficient,False,False,False
52,Claude,AI,Claude,2,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
52,Claude,AI,Claude,3,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
52,Claude,AI,Claude,4,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
52,GPT,AI,GPT,1,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
52,GPT,AI,GPT,2,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
52,GPT,AI,GPT,3,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
52,GPT,AI,GPT,4,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
52,GPT,AI,GPT,5,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
52,Gemini,AI,Gemini,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
52,Gemini,AI,Gemini,2,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
52,Gemini,AI,Gemini,3,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
52,Gemini,AI,Gemini,4,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
52,Gemini,AI,Gemini,5,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
52,Human_1,Human,,1,Correct,Correct,Significant,Marginally Significant,Requires More,Sufficient,True,False,False
52,Human_1,Human,,2,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
52,Human_1,Human,,3,Correct,Correct,Marginally Significant,Marginally Significant,Requires More,Sufficient,True,True,False
52,Human_1,Human,,4,Correct,Correct,Not Significant,Marginally Significant,,Sufficient,True,False,False
52,Human_1,Human,,5,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
52,Human_1,Human,,6,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
52,Human_1,Human,,7,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
52,Human_1,Human,,8,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
52,Human_1,Human,,9,Correct,Correct,Not Significant,Significant,,Sufficient,True,False,False
52,Human_1,Human,,10,Correct,Correct,Not Significant,Marginally Significant,,Sufficient,True,False,False
52,Human_1,Human,,11,Correct,Correct,Not Significant,Marginally Significant,,Sufficient,True,False,False
52,Human_2,Human,,1,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
